epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
57,4123.02,1.10416,1.03928,0.01326,0.10318,0.18734,0.13484,0.11315,0.06784,1.43023,1.98881,0.01525,0.10118,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,4196.29,1.12279,1.05405,0.01285,0.10752,0.18106,0.14328,0.11794,0.07,1.41466,1.94844,0.01574,0.10597,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,4268.9,1.11792,1.05161,0.01257,0.10564,0.193,0.14778,0.12338,0.07445,1.40298,1.96402,0.01497,0.10347,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,4342.54,1.11364,1.05647,0.01321,0.10429,0.23102,0.14475,0.11878,0.07044,1.42307,1.99169,0.01492,0.10224,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,4416.02,1.10023,1.0429,0.01313,0.09999,0.18619,0.13982,0.12028,0.07175,1.40911,1.95857,0.01466,0.1029,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,4489.14,1.10112,1.02071,0.01296,0.09813,0.18783,0.14858,0.12534,0.07712,1.37964,1.9603,0.01497,0.10565,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,4562.86,1.10081,1.03411,0.01348,0.10231,0.18949,0.15362,0.12625,0.07495,1.41769,1.9739,0.01549,0.10203,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,4637.61,1.09876,1.02281,0.01288,0.09913,0.21256,0.16831,0.14517,0.09132,1.32545,1.87562,0.01447,0.09715,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,4712.73,1.09551,1.01759,0.013,0.09603,0.17911,0.13844,0.11211,0.06404,1.45714,2.03481,0.01435,0.09928,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,4784.56,1.08958,1.0131,0.01304,0.09337,0.18871,0.14046,0.11941,0.06999,1.41652,1.98635,0.01419,0.10127,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,4857.28,1.085,1.01073,0.01327,0.09559,0.18985,0.14568,0.123,0.07244,1.41538,1.96942,0.01431,0.09714,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,4930.22,1.08807,1.01024,0.01314,0.09464,0.17421,0.14388,0.11446,0.06823,1.42577,1.98343,0.01428,0.09707,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,5003.73,1.07799,0.99546,0.01337,0.09302,0.18967,0.13778,0.12392,0.07696,1.38438,1.95703,0.0141,0.09623,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,5076.97,1.08034,0.99579,0.0137,0.09428,0.18341,0.14522,0.12642,0.07677,1.39238,1.95691,0.01451,0.09629,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,5150.73,1.08748,1.00151,0.01376,0.09567,0.17558,0.14258,0.11616,0.06791,1.43633,1.97577,0.01463,0.09866,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,5223.97,1.07846,0.99295,0.01303,0.09437,0.19149,0.14623,0.12749,0.07664,1.39815,1.94249,0.01417,0.09859,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,5297.15,1.07721,0.98699,0.01254,0.09268,0.19606,0.1459,0.13072,0.07925,1.39449,1.94276,0.01352,0.09584,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,5371.26,1.07996,0.988,0.01223,0.09259,0.17762,0.13532,0.11762,0.0686,1.45154,2.01014,0.0135,0.09683,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,5444.61,1.06386,0.97113,0.01278,0.09097,0.19199,0.14133,0.12798,0.07879,1.37975,1.94742,0.01347,0.0959,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,5518.3,1.08013,0.98545,0.01294,0.09334,0.28868,0.14094,0.12205,0.07252,1.40764,1.97521,0.01399,0.09596,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,5592.14,1.07546,0.97382,0.01253,0.09234,0.24095,0.14012,0.12504,0.07529,1.39398,1.95706,0.0143,0.09692,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,5665.72,1.06624,0.96948,0.0129,0.09091,0.24817,0.14688,0.13192,0.08113,1.38239,1.96202,0.01423,0.09792,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,5739.31,1.06678,0.97146,0.01226,0.09219,0.24829,0.14591,0.13158,0.0791,1.3964,1.9765,0.01397,0.09887,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,5813.06,1.06313,0.96159,0.01235,0.09065,0.25296,0.1474,0.13375,0.08121,1.38258,1.94713,0.01389,0.09952,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,5887.01,1.06265,0.96761,0.0128,0.09051,0.24377,0.15788,0.13613,0.08219,1.39587,1.95693,0.01373,0.09768,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,5961.2,1.06754,0.96609,0.01259,0.09282,0.24348,0.15263,0.13133,0.07846,1.41227,1.98392,0.01373,0.09998,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,6035.55,1.05285,0.95053,0.01278,0.08849,0.19281,0.15418,0.13376,0.08181,1.3828,1.96139,0.01378,0.10019,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,6109.53,1.06045,0.94839,0.01267,0.08868,0.1938,0.1529,0.13197,0.08013,1.39404,1.97137,0.01384,0.10033,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,6183.65,1.06205,0.96086,0.0135,0.09301,0.19048,0.15544,0.13187,0.0803,1.39239,1.96887,0.01398,0.10018,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,6257.56,1.05834,0.94904,0.01393,0.0916,0.18912,0.15142,0.13112,0.07889,1.39998,1.96763,0.01413,0.09832,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,6332.21,1.05293,0.94768,0.01341,0.09215,0.19094,0.14694,0.13091,0.07885,1.4002,1.97418,0.01422,0.09774,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,6406.87,1.05325,0.93639,0.01278,0.08882,0.25408,0.14293,0.13548,0.083,1.38131,1.96129,0.01435,0.0968,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,6481.19,1.05056,0.93296,0.01258,0.08969,0.25244,0.14666,0.13699,0.08363,1.38469,1.96361,0.01439,0.09696,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,6556.12,1.05687,0.93358,0.01178,0.09202,0.19531,0.1465,0.13391,0.08041,1.40435,1.97957,0.01452,0.0972,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,6631.07,1.05138,0.93821,0.01211,0.08989,0.20174,0.14335,0.13529,0.08139,1.39564,1.98199,0.01441,0.09626,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,6705.87,1.03771,0.91973,0.01265,0.08728,0.2485,0.14357,0.13236,0.07861,1.41409,1.99711,0.01432,0.09602,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,6780.19,1.04752,0.92502,0.0124,0.0888,0.25112,0.14338,0.13294,0.07914,1.40868,1.99348,0.01449,0.09602,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,6854.66,1.04548,0.92404,0.01208,0.09133,0.24494,0.14085,0.12966,0.07625,1.42614,2.01785,0.01469,0.09612,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,6929.28,1.04158,0.91701,0.0123,0.08811,0.1955,0.14399,0.13282,0.07953,1.41298,2.00782,0.01466,0.09636,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,7004.18,1.03946,0.91663,0.01236,0.0885,0.19241,0.14543,0.13214,0.07896,1.41473,2.0133,0.01463,0.09617,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,7079.18,1.03386,0.91133,0.01279,0.08698,0.19163,0.14597,0.13305,0.08,1.41437,2.0076,0.01472,0.09604,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,7154.19,1.03199,0.90739,0.01215,0.08762,0.19397,0.14172,0.13161,0.07874,1.42418,2.01511,0.01464,0.09634,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,7229.05,1.02751,0.89906,0.01257,0.08572,0.18854,0.14761,0.13118,0.07866,1.41921,2.01944,0.01451,0.0964,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,7304.21,1.03255,0.90832,0.01253,0.08751,0.24666,0.14164,0.13053,0.07775,1.42512,2.02562,0.01431,0.09666,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,7379.32,1.03165,0.90869,0.01267,0.0865,0.24467,0.14463,0.13216,0.07887,1.42563,2.02516,0.01422,0.0967,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,7454.92,1.02603,0.89417,0.01296,0.08761,0.18748,0.14985,0.13261,0.07907,1.42434,2.02126,0.01425,0.09708,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,7530.22,1.0206,0.89461,0.01309,0.08566,0.19314,0.14852,0.13449,0.08045,1.41897,2.01372,0.0143,0.09709,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,7604.95,1.025,0.8947,0.01282,0.08622,0.14224,0.1514,0.13701,0.08253,1.40947,2.00412,0.01427,0.09703,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,7680.52,1.01755,0.89133,0.01299,0.08495,0.14398,0.14969,0.13569,0.08087,1.42176,2.01079,0.01431,0.09696,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,7755.93,1.01949,0.89075,0.01265,0.08804,0.14533,0.14812,0.13667,0.08215,1.414,2.00524,0.01427,0.09681,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,7831.45,1.01843,0.88393,0.01283,0.08677,0.14024,0.149,0.13554,0.08114,1.42163,2.01279,0.01426,0.09662,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,7907.23,1.01798,0.88119,0.01329,0.08612,0.14011,0.14934,0.13555,0.08122,1.42158,2.01548,0.01425,0.09665,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,7982.95,1.01233,0.87964,0.01284,0.084,0.13977,0.14906,0.13462,0.08034,1.42951,2.01968,0.01425,0.09678,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,8058.6,1.01118,0.8695,0.01321,0.08447,0.14314,0.14744,0.13525,0.0813,1.42055,2.01148,0.01421,0.09703,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,8134.2,1.01738,0.87575,0.01268,0.08609,0.14479,0.14693,0.13587,0.08193,1.41652,2.00653,0.01413,0.09737,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,8210.27,1.00848,0.86451,0.01332,0.08394,0.14246,0.1471,0.1344,0.08091,1.41857,2.01405,0.01407,0.09768,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,8285.94,1.00918,0.8692,0.01307,0.08513,0.14135,0.14793,0.13418,0.08068,1.4214,2.01849,0.01405,0.09776,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,8362.54,1.00681,0.86575,0.01305,0.08567,0.14144,0.14713,0.1348,0.08115,1.41706,2.01756,0.01401,0.09772,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,8438.3,1.00716,0.86187,0.01313,0.0843,0.14047,0.14869,0.13491,0.08106,1.41639,2.01778,0.014,0.09777,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,8514.21,1.00717,0.86167,0.01311,0.08468,0.19331,0.14958,0.13632,0.08216,1.40854,2.01334,0.01398,0.09759,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,8590.62,0.99926,0.85703,0.01269,0.08581,0.24652,0.15047,0.13648,0.08225,1.40813,2.01467,0.01398,0.0976,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,8666.72,1.00016,0.85228,0.01249,0.08411,0.24603,0.15071,0.1364,0.08217,1.40792,2.01502,0.01397,0.09763,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,8743.1,1.00685,0.8588,0.0127,0.08447,0.24558,0.15072,0.13598,0.0819,1.40942,2.01742,0.01397,0.09769,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,8819.29,0.99687,0.84889,0.01227,0.083,0.24241,0.1509,0.13451,0.08053,1.4157,2.02557,0.01398,0.09763,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,8895.13,0.99311,0.84518,0.01239,0.08354,0.29695,0.14957,0.13456,0.08068,1.41339,2.0247,0.01398,0.09767,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,8971.83,0.98994,0.84139,0.01251,0.08254,0.29694,0.15097,0.13479,0.08092,1.41145,2.02369,0.01397,0.09765,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,9048.47,0.98969,0.83724,0.01258,0.08291,0.29483,0.15035,0.13383,0.08016,1.41617,2.02975,0.01398,0.09739,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,9125.16,0.9908,0.83424,0.01261,0.08156,0.29771,0.14841,0.13353,0.07991,1.41617,2.03027,0.01398,0.09724,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,9202.43,0.9931,0.84535,0.01264,0.08458,0.29872,0.14575,0.13292,0.07931,1.42166,2.03506,0.01399,0.09724,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,9278.99,0.98544,0.83065,0.01246,0.08289,0.29942,0.1467,0.13347,0.08002,1.41784,2.03105,0.014,0.09736,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,9355.8,0.9902,0.83747,0.01253,0.08372,0.29989,0.14626,0.13303,0.07944,1.4224,2.03639,0.01404,0.09722,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
