epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
96,329.336,1.26427,1.13403,0.02212,0.0633,0.32946,0.28157,0.30196,0.20181,1.55876,1.70895,0.02395,0.07349,0.000533017,0.000533017,0.000533017
97,333.095,1.25717,1.18971,0.02116,0.06192,0.30278,0.26744,0.2842,0.17923,1.68878,1.77035,0.02354,0.07448,0.000523586,0.000523586,0.000523586
98,337.034,1.22389,1.16435,0.0205,0.06224,0.32488,0.25024,0.29228,0.17428,1.74872,1.67153,0.02378,0.07082,0.000514154,0.000514154,0.000514154
99,340.713,1.19651,1.13751,0.01956,0.05986,0.30675,0.26853,0.28135,0.14987,1.93137,1.73594,0.02363,0.0751,0.000504723,0.000504723,0.000504723
100,344.257,1.20338,1.13158,0.01983,0.05712,0.34934,0.23415,0.27861,0.13777,2.11517,1.83099,0.0235,0.0861,0.000495291,0.000495291,0.000495291
101,347.932,1.19124,1.1093,0.02093,0.05634,0.34865,0.25921,0.30826,0.18603,1.79704,1.59487,0.02362,0.08361,0.00048586,0.00048586,0.00048586
102,351.5,1.22995,1.17416,0.02065,0.06646,0.31476,0.27445,0.29872,0.1841,1.75135,1.58595,0.02304,0.08328,0.000476429,0.000476429,0.000476429
103,355.041,1.26362,1.17764,0.02105,0.0691,0.30864,0.2602,0.28467,0.1612,1.84261,1.70046,0.02491,0.08229,0.000466997,0.000466997,0.000466997
104,358.482,1.20304,1.1175,0.02304,0.05785,0.32202,0.27887,0.30465,0.19947,1.67503,1.56154,0.02399,0.07592,0.000457566,0.000457566,0.000457566
105,362.215,1.15824,1.06318,0.02058,0.05406,0.31721,0.26978,0.29492,0.16966,1.8792,1.63797,0.02392,0.07975,0.000448134,0.000448134,0.000448134
106,365.602,1.19599,1.1226,0.02176,0.06285,0.32075,0.27076,0.29669,0.18484,1.73392,1.62283,0.02345,0.07765,0.000438703,0.000438703,0.000438703
107,369.149,1.2141,1.149,0.02135,0.06437,0.2965,0.3309,0.312,0.19414,1.66274,1.52727,0.02402,0.06747,0.000429272,0.000429272,0.000429272
108,372.993,1.13212,1.05499,0.02057,0.04959,0.32065,0.34735,0.3268,0.19934,1.67164,1.51969,0.0231,0.06449,0.00041984,0.00041984,0.00041984
109,376.449,1.2046,1.10415,0.02028,0.0581,0.32375,0.2744,0.31378,0.19755,1.69247,1.52192,0.02322,0.06695,0.000410409,0.000410409,0.000410409
110,380.585,1.22289,1.09184,0.02124,0.05754,0.31432,0.26855,0.30257,0.193,1.67615,1.5817,0.02354,0.06839,0.000400977,0.000400977,0.000400977
111,384.332,1.14535,1.05546,0.02029,0.05284,0.323,0.25848,0.29763,0.1847,1.71516,1.65211,0.02303,0.0764,0.000391546,0.000391546,0.000391546
112,387.932,1.1954,1.08253,0.01893,0.05405,0.31032,0.35024,0.31254,0.19932,1.60893,1.54485,0.0239,0.08229,0.000382115,0.000382115,0.000382115
113,391.756,1.17012,1.07391,0.02053,0.05783,0.30677,0.31418,0.31614,0.20504,1.58636,1.48804,0.02342,0.07347,0.000372683,0.000372683,0.000372683
114,395.591,1.15361,1.08084,0.01931,0.05752,0.32749,0.28771,0.31235,0.20386,1.60103,1.46582,0.02325,0.07416,0.000363252,0.000363252,0.000363252
115,399.403,1.17866,1.05867,0.0188,0.0621,0.32266,0.28354,0.30371,0.17791,1.81224,1.5466,0.0238,0.07261,0.00035382,0.00035382,0.00035382
116,403.217,1.15077,1.03337,0.01991,0.05711,0.33233,0.33868,0.30871,0.17879,1.77342,1.62748,0.02351,0.08476,0.000344389,0.000344389,0.000344389
117,407.295,1.20494,1.05729,0.02012,0.06647,0.32824,0.27547,0.29874,0.18322,1.73451,1.66514,0.02344,0.07623,0.000334958,0.000334958,0.000334958
118,411.138,1.13489,1.08516,0.02184,0.05976,0.33276,0.25381,0.28894,0.16591,1.88379,1.67489,0.0239,0.07074,0.000325526,0.000325526,0.000325526
119,414.775,1.16453,1.09122,0.02007,0.05773,0.32827,0.27961,0.3057,0.19383,1.67842,1.51603,0.0232,0.06484,0.000316095,0.000316095,0.000316095
120,418.426,1.14924,1.07983,0.0206,0.05736,0.3222,0.28649,0.30941,0.20378,1.58651,1.47859,0.02323,0.05921,0.000306663,0.000306663,0.000306663
121,422.324,1.13326,1.04663,0.01903,0.05747,0.31162,0.29361,0.31412,0.21211,1.48708,1.47679,0.02295,0.05977,0.000297232,0.000297232,0.000297232
122,426.257,1.13703,1.05663,0.01965,0.05505,0.30186,0.28526,0.30124,0.18453,1.66039,1.55424,0.0235,0.06663,0.000287801,0.000287801,0.000287801
123,430.363,1.1062,0.99075,0.02149,0.04779,0.31425,0.28575,0.30154,0.19459,1.63861,1.56755,0.02377,0.07104,0.000278369,0.000278369,0.000278369
124,434.108,1.12891,1.02791,0.02139,0.05092,0.30493,0.28526,0.29593,0.18635,1.70971,1.63574,0.02383,0.07166,0.000268938,0.000268938,0.000268938
125,437.671,1.1738,1.08656,0.02068,0.05985,0.30237,0.2872,0.29567,0.18087,1.74546,1.61261,0.0235,0.07833,0.000259506,0.000259506,0.000259506
126,441.356,1.1111,1.00035,0.02015,0.05359,0.31115,0.28108,0.29878,0.18136,1.74163,1.55923,0.02359,0.07059,0.000250075,0.000250075,0.000250075
127,445.086,1.13718,1.0271,0.01991,0.05761,0.32691,0.28494,0.3086,0.20031,1.63242,1.50264,0.02331,0.06662,0.000240644,0.000240644,0.000240644
128,448.593,1.12297,1.02025,0.02107,0.05406,0.32558,0.286,0.31286,0.20549,1.61433,1.48427,0.02345,0.06701,0.000231212,0.000231212,0.000231212
129,452.183,1.12982,1.0276,0.0201,0.0507,0.33294,0.2791,0.31681,0.20345,1.6299,1.46282,0.02305,0.06818,0.000221781,0.000221781,0.000221781
130,456.091,1.16091,1.06622,0.02137,0.05631,0.314,0.2855,0.31658,0.2025,1.61916,1.45984,0.02294,0.06787,0.000212349,0.000212349,0.000212349
131,459.942,1.14398,1.01271,0.0205,0.04854,0.32142,0.27109,0.30608,0.18815,1.68848,1.52291,0.0232,0.06544,0.000202918,0.000202918,0.000202918
132,463.443,1.11632,0.98133,0.02037,0.04897,0.30122,0.28624,0.30337,0.18767,1.72174,1.56286,0.02325,0.0623,0.000193487,0.000193487,0.000193487
133,467.022,1.14888,1.0277,0.02121,0.05423,0.32326,0.26683,0.30006,0.18684,1.72012,1.57982,0.02346,0.06422,0.000184055,0.000184055,0.000184055
134,470.719,1.12087,1.01085,0.02077,0.0521,0.32509,0.26531,0.29472,0.17675,1.79085,1.64945,0.02333,0.06423,0.000174624,0.000174624,0.000174624
135,475.165,1.13535,1.04703,0.0198,0.05491,0.30968,0.27494,0.29725,0.18347,1.74527,1.60776,0.02338,0.06603,0.000165192,0.000165192,0.000165192
136,478.976,1.13128,1.0063,0.01973,0.048,0.31015,0.27052,0.29534,0.18165,1.72704,1.57458,0.02366,0.06258,0.000155761,0.000155761,0.000155761
137,482.07,1.09785,0.98164,0.02224,0.05249,0.31558,0.26781,0.2956,0.18582,1.70269,1.56193,0.02339,0.05955,0.00014633,0.00014633,0.00014633
138,485.155,1.11059,0.96492,0.02,0.05321,0.31504,0.27518,0.29548,0.18492,1.72856,1.58638,0.02326,0.05852,0.000136898,0.000136898,0.000136898
139,489.076,1.10635,0.92777,0.02259,0.05332,0.32648,0.26511,0.29512,0.17768,1.81085,1.61467,0.02347,0.06017,0.000127467,0.000127467,0.000127467
140,493.046,1.11978,1.02501,0.0228,0.05506,0.33756,0.26265,0.29763,0.18056,1.7871,1.59738,0.02353,0.05952,0.000118035,0.000118035,0.000118035
141,498.685,1.29914,1.3636,0.02393,0.06149,0.24862,0.13317,0.16888,0.09611,2.24948,3.11623,0.02527,0.12644,0.000108604,0.000108604,0.000108604
142,502.639,1.21978,1.13391,0.02489,0.04666,0.28518,0.18722,0.22699,0.15252,1.8927,2.45937,0.02429,0.09238,9.91726e-05,9.91726e-05,9.91726e-05
143,506.519,1.1276,0.93913,0.02359,0.03842,0.29579,0.22029,0.26214,0.18067,1.72504,2.02191,0.02349,0.07255,8.97412e-05,8.97412e-05,8.97412e-05
144,509.889,1.12305,1.02339,0.02523,0.04008,0.32068,0.22541,0.27804,0.18973,1.63743,1.79383,0.02328,0.06942,8.03098e-05,8.03098e-05,8.03098e-05
145,513.871,1.13181,1.08216,0.02278,0.04063,0.30272,0.26413,0.29033,0.20244,1.56788,1.70747,0.02351,0.08189,7.08784e-05,7.08784e-05,7.08784e-05
146,517.377,1.05506,0.92263,0.02474,0.03582,0.32002,0.26609,0.30267,0.2206,1.44318,1.65069,0.0233,0.07854,6.1447e-05,6.1447e-05,6.1447e-05
147,520.665,1.11594,1.02077,0.02328,0.0386,0.33132,0.26167,0.3072,0.22713,1.40399,1.62747,0.02321,0.07456,5.20156e-05,5.20156e-05,5.20156e-05
148,523.843,1.08365,0.95554,0.02377,0.03455,0.32454,0.25799,0.29475,0.21486,1.49247,1.68591,0.02365,0.08258,4.25842e-05,4.25842e-05,4.25842e-05
149,526.883,1.06567,0.94207,0.02395,0.0417,0.30327,0.27052,0.29136,0.20824,1.53829,1.69389,0.02367,0.08,3.31528e-05,3.31528e-05,3.31528e-05
150,529.909,1.08911,0.95793,0.02409,0.04101,0.29767,0.27297,0.28909,0.20382,1.56941,1.71095,0.02354,0.07809,2.37214e-05,2.37214e-05,2.37214e-05
