epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,753.489,1.16317,1.07967,0.01538,0.10877,0.47681,0.57036,0.52765,0.31927,1.55359,1.19806,0.01796,0.09093,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934
12,817.576,1.15216,1.05494,0.01568,0.10608,0.53482,0.57981,0.57473,0.34887,1.53602,1.12408,0.0176,0.09275,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274
13,882.219,1.14552,1.05167,0.01549,0.10642,0.42702,0.48753,0.45782,0.21074,1.96433,1.47779,0.01769,0.0905,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
14,946.692,1.13335,1.03219,0.01509,0.10158,0.50593,0.56512,0.54538,0.32174,1.61296,1.14987,0.01734,0.08386,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142
15,1010.79,1.11986,1.01381,0.01537,0.10015,0.50995,0.49863,0.48087,0.25449,1.80659,1.47667,0.01843,0.08722,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076
16,1075.35,1.12091,1.0149,0.01465,0.10122,0.48876,0.52087,0.50932,0.26535,1.81996,1.32719,0.01775,0.08741,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
17,1139.6,1.1117,0.99157,0.01485,0.0984,0.45171,0.53234,0.50549,0.30403,1.59482,1.26065,0.01857,0.08469,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
18,1203.12,1.11015,0.99235,0.01557,0.0975,0.46152,0.51744,0.48815,0.2399,1.88479,1.36327,0.01758,0.08269,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
19,1265.33,1.10188,0.98133,0.01496,0.09723,0.49478,0.55934,0.53512,0.33625,1.49569,1.17602,0.01574,0.08287,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
20,1326.07,1.09864,0.977,0.01497,0.09597,0.49212,0.54225,0.49927,0.2756,1.73626,1.31376,0.01723,0.07444,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
21,1386.67,1.0968,0.97465,0.01467,0.09612,0.48497,0.52457,0.48919,0.2442,1.90908,1.34675,0.01748,0.09146,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
22,1447.04,1.09011,0.96378,0.01433,0.09621,0.56129,0.6149,0.59148,0.41079,1.26077,1.01949,0.01512,0.07566,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
23,1507.4,1.08722,0.95876,0.01484,0.09565,0.52794,0.59119,0.55658,0.34806,1.48544,1.10806,0.01661,0.06833,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
24,1567.51,1.07289,0.93195,0.01518,0.09186,0.53098,0.56569,0.54553,0.31995,1.61015,1.19997,0.01717,0.06959,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
25,1627.83,1.08575,0.94355,0.01614,0.09607,0.50738,0.5631,0.53423,0.31758,1.60169,1.20656,0.01851,0.06999,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
26,1688.5,1.0722,0.93939,0.01521,0.09098,0.51865,0.57807,0.53866,0.29492,1.72079,1.21266,0.01745,0.07111,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
27,1748.63,1.07351,0.92843,0.01579,0.09393,0.5519,0.58245,0.5602,0.33069,1.58179,1.14517,0.01733,0.06912,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
28,1809.06,1.0679,0.91908,0.01502,0.09103,0.56595,0.59971,0.581,0.38766,1.36833,1.03582,0.01755,0.07614,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
29,1869.26,1.07323,0.92729,0.01576,0.09245,0.5506,0.59327,0.56876,0.35025,1.51894,1.10786,0.01739,0.07289,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
30,1929.72,1.07162,0.92866,0.01547,0.09271,0.59438,0.62332,0.59661,0.3907,1.37255,1.03295,0.01831,0.07353,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
31,1990.41,1.06702,0.92591,0.01506,0.09186,0.55856,0.5654,0.55859,0.33545,1.53373,1.13054,0.01808,0.07111,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
32,2050.92,1.06688,0.91894,0.01494,0.0909,0.54918,0.58067,0.56084,0.34738,1.48521,1.10566,0.01859,0.06952,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
33,2111.35,1.07004,0.91276,0.0145,0.09354,0.56379,0.60194,0.57699,0.35935,1.4421,1.07621,0.01348,0.0692,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
34,2172.01,1.05554,0.89927,0.01454,0.08848,0.56239,0.62036,0.57952,0.34505,1.53832,1.09655,0.01731,0.06896,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
35,2232.34,1.05705,0.89943,0.01324,0.08888,0.48511,0.50725,0.48368,0.24676,1.80477,1.37705,0.01617,0.06986,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
36,2292.62,1.05834,0.90646,0.01494,0.09124,0.55838,0.58427,0.56592,0.34453,1.50127,1.10248,0.01643,0.06187,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
37,2353.26,1.03936,0.87424,0.01623,0.08898,0.58416,0.61184,0.58912,0.37045,1.43301,1.06053,0.02006,0.0605,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
38,2413.99,1.05814,0.89214,0.01713,0.08862,0.499,0.56924,0.52023,0.28195,1.7277,1.25199,0.02234,0.06558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
39,2474.3,1.05594,0.88854,0.0148,0.09268,0.54606,0.6172,0.56631,0.34557,1.52263,1.09848,0.01998,0.06948,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
40,2534.67,1.05007,0.88166,0.01437,0.09175,0.56747,0.62662,0.58304,0.37386,1.41325,1.04523,0.01721,0.07222,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
41,2595.36,1.0362,0.87215,0.01421,0.08867,0.52725,0.57716,0.53593,0.31546,1.58502,1.17724,0.01729,0.06777,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
42,2655.97,1.04359,0.86953,0.01764,0.09023,0.57543,0.61781,0.59556,0.39208,1.35839,1.02998,0.02076,0.06354,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
