epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
50,3091.44,0.83178,0.59168,0.02011,0.02931,0.47204,0.52409,0.41791,0.23885,1.32619,1.43504,0.02142,0.01252,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,3153.67,0.82692,0.58597,0.01905,0.02888,0.54276,0.6208,0.53993,0.31843,1.33653,1.0145,0.02209,0.01249,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,3216.47,0.82028,0.59028,0.0205,0.02857,0.5927,0.61309,0.58107,0.3387,1.27084,0.8496,0.01971,0.0118,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,3278.78,0.82319,0.58381,0.01821,0.02835,0.61237,0.62121,0.59162,0.3689,1.11342,0.78235,0.0163,0.00965,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,3341.37,0.81847,0.58608,0.01806,0.02863,0.54116,0.62306,0.53891,0.32833,1.26031,0.93199,0.01735,0.01041,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,3404.15,0.81114,0.57962,0.01802,0.02726,0.61496,0.63105,0.59564,0.36774,1.23219,0.80322,0.01955,0.01175,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,3466.16,0.8155,0.57885,0.01727,0.02861,0.55438,0.58867,0.55003,0.30564,1.23157,0.93379,0.02065,0.01164,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,3528.45,0.80923,0.56699,0.01667,0.02793,0.48996,0.53084,0.47035,0.27579,1.31678,1.08558,0.02024,0.01242,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,3590.56,0.80613,0.567,0.01639,0.02756,0.59271,0.64182,0.61659,0.36214,1.20228,0.84013,0.01942,0.01034,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,3652.94,0.80452,0.56923,0.02013,0.0277,0.61848,0.65096,0.61212,0.39012,1.22338,0.83868,0.02252,0.01165,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,3715.43,0.8016,0.56769,0.01851,0.0276,0.60818,0.60368,0.56702,0.35539,1.24185,0.94432,0.02176,0.0111,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,3777.87,0.80382,0.56405,0.01794,0.02661,0.47697,0.57867,0.46535,0.28773,1.26745,1.09031,0.02127,0.01278,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,3840.91,0.79827,0.56044,0.01665,0.02707,0.51417,0.63113,0.52877,0.32146,1.26706,0.91897,0.01909,0.01143,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,3904.03,0.78313,0.54744,0.01657,0.02626,0.56459,0.61662,0.57061,0.34788,1.25344,0.84143,0.01895,0.01252,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,3965.86,0.79373,0.55175,0.0164,0.02703,0.54788,0.62186,0.5467,0.33986,1.28284,0.83686,0.0199,0.01328,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,4028.34,0.78378,0.53949,0.0175,0.02594,0.59928,0.63835,0.57487,0.33735,1.29309,0.94443,0.02035,0.0113,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,4090.37,0.78827,0.54276,0.01638,0.02678,0.61427,0.65302,0.63525,0.35957,1.21976,0.88758,0.01604,0.01029,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,4152.67,0.77965,0.5416,0.01691,0.02679,0.61776,0.65494,0.61519,0.37408,1.2264,0.86356,0.01623,0.01002,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,4214.95,0.77814,0.53709,0.01669,0.02621,0.60849,0.64611,0.58655,0.36517,1.20264,0.86895,0.01619,0.0106,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,4277.43,0.7612,0.52679,0.01721,0.02502,0.60501,0.67539,0.60663,0.38278,1.17064,0.76338,0.01717,0.01032,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,4340.78,0.76403,0.52271,0.01641,0.02512,0.61361,0.63347,0.61412,0.33396,1.28092,0.92228,0.01679,0.01143,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,4403.5,0.76391,0.5232,0.01688,0.02396,0.68044,0.64082,0.65721,0.37753,1.18868,0.86962,0.01883,0.00992,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,4466.8,0.75695,0.51768,0.01749,0.02423,0.68106,0.6147,0.6447,0.38764,1.20127,0.89787,0.01832,0.00997,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,4529.38,0.7624,0.52254,0.01758,0.025,0.65371,0.66376,0.64089,0.41898,1.15828,0.77745,0.01956,0.00916,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,4592.32,0.76839,0.53161,0.01686,0.02561,0.65364,0.68542,0.63654,0.39244,1.26959,0.91185,0.0197,0.01058,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,4655.33,0.76144,0.52366,0.01715,0.02403,0.64768,0.6458,0.62285,0.36194,1.30213,0.95134,0.0206,0.0109,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,4717.98,0.76022,0.53348,0.01569,0.02486,0.63325,0.62107,0.62266,0.37304,1.28269,0.93098,0.0187,0.01139,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,4785.31,0.75524,0.52185,0.01535,0.02486,0.63811,0.60233,0.61561,0.36092,1.29163,0.92931,0.01773,0.01062,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,4848.69,0.75237,0.5195,0.01708,0.0227,0.60483,0.62226,0.59712,0.34472,1.3151,1.02573,0.01882,0.01045,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,4911.03,0.74439,0.5103,0.01699,0.02251,0.64775,0.57584,0.58859,0.37257,1.25637,1.0026,0.01845,0.01025,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,4973.16,0.7456,0.51127,0.01697,0.02277,0.69469,0.55762,0.5894,0.37181,1.23392,0.99124,0.0189,0.01,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,5035.09,0.73598,0.49596,0.01577,0.02273,0.62308,0.60622,0.59916,0.3615,1.26561,1.03925,0.01847,0.01063,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,5097.29,0.7446,0.51027,0.01572,0.02313,0.63076,0.62641,0.6163,0.3695,1.26317,0.99497,0.01849,0.01067,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,5159.54,0.73479,0.49439,0.01474,0.02318,0.61985,0.57633,0.58673,0.37098,1.22155,0.94896,0.0152,0.00981,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,5221.91,0.74109,0.50666,0.01502,0.02353,0.58719,0.58123,0.56274,0.35745,1.23662,1.01626,0.01503,0.00972,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,5284.49,0.73295,0.49448,0.01523,0.02245,0.53384,0.61094,0.53656,0.33765,1.25241,1.03813,0.01521,0.00979,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,5346.97,0.73058,0.49875,0.01562,0.02205,0.63782,0.62485,0.60156,0.37105,1.23049,0.9787,0.01558,0.00945,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,5409.35,0.72941,0.49594,0.01507,0.02238,0.57608,0.62191,0.57675,0.34842,1.25551,0.98653,0.01554,0.00938,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,5471.69,0.72694,0.49151,0.01578,0.02207,0.63485,0.65758,0.60546,0.36562,1.24008,0.96258,0.01585,0.00963,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,5534.4,0.73109,0.4999,0.01597,0.02252,0.63578,0.61421,0.5962,0.34538,1.31236,1.09649,0.01819,0.01027,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,5596.94,0.72639,0.49482,0.01662,0.0226,0.65543,0.63751,0.61015,0.35935,1.2571,1.01562,0.01805,0.01046,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,5659.59,0.71887,0.48329,0.01685,0.02158,0.64131,0.65246,0.6264,0.37092,1.2483,0.98484,0.01791,0.01033,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,5722.28,0.7264,0.48368,0.01748,0.02252,0.64337,0.64541,0.62624,0.36979,1.251,1.00126,0.0167,0.01053,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,5784.24,0.71663,0.48078,0.01668,0.02118,0.65453,0.60491,0.60512,0.36045,1.24487,1.02131,0.01624,0.01057,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,5847.11,0.72048,0.48639,0.01527,0.02238,0.69876,0.56704,0.61897,0.3713,1.23105,0.97981,0.01589,0.01045,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,5909.47,0.71002,0.47547,0.01527,0.02053,0.6199,0.6525,0.63133,0.3809,1.21806,0.96093,0.01631,0.01064,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,5971.99,0.71048,0.48238,0.01487,0.02139,0.64755,0.65393,0.64188,0.38152,1.23665,0.95839,0.01605,0.01073,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,6034.7,0.70198,0.47134,0.01584,0.02033,0.68044,0.62523,0.63711,0.36759,1.26262,0.96318,0.01588,0.01077,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,6097.04,0.70494,0.48005,0.01528,0.02118,0.67865,0.60445,0.63007,0.36285,1.27785,0.99529,0.01637,0.01108,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,6159.75,0.70235,0.47722,0.01609,0.01986,0.65749,0.61203,0.62818,0.35954,1.29075,1.03279,0.0166,0.01129,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,6222.34,0.7042,0.47705,0.0158,0.02053,0.66324,0.61235,0.62774,0.35705,1.28865,1.02954,0.01591,0.01102,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,6285,0.69544,0.46937,0.01559,0.02011,0.6628,0.55477,0.58877,0.3427,1.28159,1.03792,0.01545,0.01094,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,6347.83,0.69795,0.47187,0.01515,0.0211,0.66538,0.56577,0.60735,0.3567,1.27807,1.0391,0.01516,0.01038,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,6410.63,0.68937,0.46098,0.01541,0.01921,0.66896,0.54532,0.60332,0.35736,1.27191,1.03316,0.01508,0.01035,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,6473.36,0.69302,0.46484,0.01601,0.02008,0.70976,0.51757,0.59773,0.35397,1.27954,1.05414,0.01521,0.01065,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,6535.84,0.68768,0.45531,0.01568,0.01974,0.7017,0.53202,0.60103,0.36197,1.26151,1.01373,0.01529,0.01054,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,6598.01,0.68617,0.45838,0.01596,0.01977,0.68835,0.5434,0.6023,0.36414,1.25888,0.99797,0.01535,0.01058,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,6660.46,0.69029,0.46533,0.01567,0.02054,0.66434,0.55939,0.59794,0.36539,1.2552,0.99163,0.01534,0.01077,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,6723.49,0.68239,0.4581,0.0159,0.01898,0.65517,0.55914,0.59107,0.36242,1.25981,1.00211,0.01537,0.01121,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,6785.91,0.67972,0.45187,0.01511,0.01892,0.63892,0.57429,0.59099,0.36386,1.25944,1.00868,0.01521,0.01095,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,6847.92,0.68193,0.45919,0.01595,0.01874,0.63702,0.57959,0.5866,0.35945,1.26519,1.02643,0.01532,0.01121,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,6910.22,0.68446,0.45216,0.01463,0.0191,0.63313,0.56964,0.58654,0.36161,1.2591,1.01659,0.01519,0.01066,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,6972.69,0.68116,0.45691,0.01482,0.0191,0.62056,0.58167,0.5917,0.36672,1.25196,1.00278,0.01508,0.01066,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,7035.37,0.67835,0.4501,0.01405,0.0199,0.63535,0.56189,0.58717,0.36336,1.25369,1.01241,0.015,0.01029,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,7098.02,0.67964,0.45776,0.01397,0.01989,0.62693,0.58884,0.58983,0.36281,1.25582,1.01202,0.01492,0.01021,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,7161.22,0.67182,0.45023,0.01413,0.01909,0.62758,0.58168,0.58827,0.35903,1.26215,1.02387,0.01485,0.01035,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,7224.22,0.66424,0.44317,0.01575,0.01833,0.65657,0.56343,0.59174,0.35745,1.26549,1.03645,0.01488,0.01022,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,7287.11,0.66751,0.44964,0.01586,0.01857,0.64148,0.58245,0.59919,0.36132,1.26485,1.03621,0.01488,0.01024,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,7349.93,0.67113,0.45002,0.01505,0.01905,0.64461,0.59489,0.60523,0.36265,1.26583,1.04355,0.01486,0.01017,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,7412.54,0.67446,0.45149,0.01426,0.01991,0.64015,0.58454,0.60604,0.36404,1.26524,1.05051,0.01485,0.01017,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,7475.02,0.66561,0.44722,0.0144,0.01906,0.6476,0.57715,0.60819,0.36764,1.26835,1.04843,0.01486,0.01011,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,7537.98,0.66415,0.44435,0.01424,0.01821,0.64312,0.57954,0.6079,0.36678,1.27167,1.0525,0.01487,0.0103,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,7600.3,0.65767,0.43838,0.01451,0.01791,0.63519,0.5924,0.60758,0.36604,1.2757,1.06114,0.01488,0.01016,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,7662.82,0.66048,0.4402,0.01359,0.01829,0.64153,0.58029,0.60721,0.36433,1.28234,1.07401,0.01488,0.01021,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,7725.58,0.66182,0.4413,0.01327,0.01828,0.65231,0.57413,0.61396,0.37016,1.27237,1.06024,0.01482,0.0101,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,7788.15,0.65626,0.4351,0.01357,0.01815,0.66115,0.58033,0.61489,0.36985,1.27563,1.06702,0.01483,0.01013,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,7850.95,0.65404,0.43476,0.01371,0.01785,0.65268,0.58602,0.61475,0.369,1.27723,1.07182,0.01483,0.01014,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,7914.56,0.64863,0.42758,0.01362,0.01777,0.68459,0.5613,0.6164,0.37053,1.27852,1.07429,0.01483,0.01027,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
