epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
12,767.144,0.96523,0.84239,0.01873,0.03936,0.55928,0.59277,0.54947,0.38708,0.90934,0.68879,0.02012,0.01768,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274
13,821.871,0.95693,0.81727,0.01812,0.03906,0.52059,0.59801,0.55354,0.40548,0.87476,0.62475,0.01687,0.01909,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
14,875.295,0.95203,0.79858,0.01841,0.03853,0.45366,0.49548,0.47382,0.34992,0.98399,0.70913,0.01858,0.03383,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142
15,929.391,0.95067,0.79333,0.01969,0.03807,0.60677,0.61438,0.60615,0.40924,1.05107,0.72384,0.01564,0.01756,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076
16,984.048,0.94624,0.78384,0.01761,0.03759,0.58087,0.64663,0.56415,0.41563,0.92127,0.63364,0.0151,0.01458,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
17,1038.17,0.93905,0.76717,0.01799,0.03762,0.52307,0.54402,0.5327,0.39068,0.89579,0.63252,0.01859,0.01799,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
18,1092.37,0.92942,0.76824,0.01819,0.0366,0.56807,0.65404,0.55434,0.40261,0.91348,0.67147,0.01534,0.01412,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
19,1146.67,0.9253,0.76114,0.0181,0.03691,0.43436,0.48508,0.49091,0.35638,1.0192,0.70548,0.02143,0.01943,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
20,1200.89,0.92377,0.74396,0.01784,0.03615,0.51158,0.60112,0.53926,0.40678,0.85201,0.59393,0.01452,0.01561,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
21,1254.65,0.94033,0.7647,0.01648,0.03993,0.69536,0.60534,0.6246,0.41008,1.00028,0.64612,0.01546,0.01611,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
22,1308.25,0.93366,0.75811,0.01584,0.03762,0.54659,0.52383,0.51922,0.33914,1.14676,0.74151,0.0146,0.02337,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
23,1362.59,0.93132,0.75215,0.0153,0.04025,0.44857,0.50012,0.46769,0.30445,1.21935,0.90422,0.01692,0.02604,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
24,1415.63,0.90477,0.72188,0.01617,0.03479,0.57909,0.60445,0.57968,0.41995,0.87877,0.58608,0.01424,0.01596,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
25,1469.36,0.92583,0.73887,0.0195,0.03724,0.51311,0.56149,0.50614,0.35476,1.07478,0.84561,0.01535,0.01688,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
26,1522.87,0.92257,0.75112,0.01665,0.03778,0.64516,0.62159,0.63708,0.45842,0.87636,0.60276,0.01926,0.01761,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
27,1576.44,0.8896,0.70327,0.01774,0.03375,0.48181,0.49443,0.45903,0.26133,1.33145,1.20797,0.01845,0.01527,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
28,1629.8,0.89558,0.70687,0.01956,0.03457,0.60974,0.53024,0.55318,0.32978,1.19119,0.9221,0.02205,0.01611,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
29,1683.71,0.87355,0.69304,0.0188,0.03121,0.67287,0.60758,0.60629,0.43051,0.94525,0.61199,0.02087,0.01575,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
30,1737.37,0.89092,0.7012,0.02051,0.0341,0.6069,0.58531,0.56974,0.38215,1.03342,0.61468,0.02128,0.01398,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
31,1790.86,0.87288,0.68547,0.01783,0.03363,0.64334,0.54947,0.57703,0.37043,1.16793,0.65748,0.0183,0.01513,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
32,1844.68,0.86523,0.67412,0.01825,0.03264,0.60642,0.55279,0.5654,0.35014,1.1756,0.77741,0.02048,0.01715,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
33,1898.01,0.86372,0.66988,0.01765,0.03232,0.76763,0.6339,0.69945,0.46817,0.82068,0.54153,0.01484,0.01229,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
34,1951.73,0.88173,0.66375,0.01563,0.03486,0.75895,0.62024,0.69289,0.44284,1.03086,0.62851,0.01463,0.01246,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
35,2005.85,0.86721,0.66135,0.01676,0.03314,0.53441,0.44293,0.45349,0.27975,1.44703,1.13429,0.0176,0.01911,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
36,2059.79,0.86991,0.64653,0.01898,0.03207,0.66559,0.65267,0.64207,0.43375,0.93646,0.59417,0.01941,0.01229,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
37,2114.08,0.86399,0.65565,0.02136,0.03162,0.82997,0.62518,0.70218,0.44189,0.90179,0.60548,0.02549,0.01774,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
38,2167.55,0.86714,0.65136,0.02143,0.03269,0.74344,0.53053,0.64966,0.39948,1.17024,0.73885,0.02594,0.01762,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
39,2221.54,0.87268,0.67045,0.0193,0.03308,0.69207,0.65071,0.67268,0.4674,0.92258,0.58868,0.02116,0.01301,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
40,2275.39,0.87381,0.65928,0.01562,0.03459,0.54905,0.47911,0.49276,0.29356,1.33033,0.98938,0.01859,0.0188,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
41,2329.47,0.87063,0.65396,0.01604,0.03349,0.73085,0.62,0.68851,0.44644,1.02444,0.64713,0.01435,0.01234,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
42,2383.3,0.85385,0.63242,0.01591,0.03199,0.7026,0.59056,0.64677,0.4161,0.96596,0.61597,0.01534,0.01273,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
43,2436.6,0.85541,0.6402,0.01554,0.03201,0.48168,0.39293,0.39174,0.20714,1.69227,1.37837,0.01888,0.02185,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
44,2490.5,0.84691,0.63055,0.01727,0.03145,0.68835,0.56964,0.63311,0.40538,1.06295,0.7105,0.01695,0.01249,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,2543.9,0.83339,0.62759,0.01746,0.02946,0.3509,0.28367,0.24331,0.12576,1.9115,2.04562,0.02161,0.02893,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
46,2597.8,0.84513,0.62699,0.01679,0.03173,0.81646,0.65919,0.75351,0.47535,0.84926,0.54654,0.01657,0.01173,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,2651.2,0.84826,0.62795,0.01843,0.03248,0.71335,0.64535,0.67788,0.44872,0.84294,0.58921,0.02105,0.01174,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,2705.22,0.8535,0.62195,0.01957,0.03271,0.7028,0.58802,0.65821,0.40543,1.1967,0.69879,0.02421,0.01665,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,2759.05,0.84617,0.62612,0.02068,0.03229,0.75107,0.63358,0.69115,0.44235,0.94581,0.64096,0.02282,0.01406,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,2812.71,0.85699,0.63521,0.02046,0.03347,0.79125,0.61229,0.67949,0.44081,0.8703,0.60509,0.02692,0.01528,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,2866.4,0.8477,0.62473,0.02183,0.03304,0.67558,0.59276,0.61562,0.39111,1.11553,0.63986,0.02689,0.01468,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,2919.87,0.8416,0.6162,0.02067,0.03191,0.61332,0.59647,0.60542,0.40145,1.06116,0.69338,0.02594,0.01182,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,2973.15,0.82977,0.60228,0.02047,0.03176,0.71034,0.66973,0.70663,0.46363,0.91895,0.5885,0.02334,0.01145,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,3026.77,0.82768,0.60209,0.01762,0.03044,0.70613,0.62566,0.64105,0.44511,0.91175,0.6294,0.01939,0.01066,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,3080.55,0.83841,0.60504,0.01703,0.03171,0.69792,0.61659,0.65366,0.44454,1.01817,0.63213,0.01929,0.01214,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,3134.44,0.81298,0.59031,0.0185,0.03045,0.81745,0.60932,0.69838,0.46968,0.94186,0.61005,0.02122,0.00996,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,3188.07,0.82364,0.60184,0.01829,0.03032,0.71756,0.57899,0.64668,0.44098,1.01181,0.61991,0.01936,0.01123,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,3242.83,0.81572,0.58284,0.01835,0.02976,0.6744,0.63014,0.64577,0.4022,1.14977,0.71693,0.0226,0.01208,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,3296.45,0.82962,0.59393,0.02256,0.03082,0.87171,0.664,0.74265,0.52404,0.86587,0.53908,0.02983,0.01449,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,3350.05,0.82191,0.58249,0.02219,0.03162,0.63629,0.53954,0.56274,0.32262,1.3359,0.89318,0.02307,0.01605,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,3403.53,0.81569,0.57696,0.021,0.02982,0.77571,0.58951,0.65875,0.41939,1.09601,0.66105,0.02326,0.01116,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,3456.93,0.79894,0.56767,0.02099,0.02928,0.68768,0.61234,0.66701,0.3971,1.18205,0.82376,0.02434,0.01375,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,3510.35,0.8007,0.56472,0.02171,0.0295,0.80989,0.61885,0.70887,0.44523,1.04836,0.67455,0.02579,0.01233,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,3564.29,0.81444,0.58765,0.02222,0.03097,0.68263,0.63054,0.64526,0.4162,1.03502,0.61992,0.0248,0.01182,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,3618.13,0.79382,0.56245,0.02171,0.02923,0.80484,0.64913,0.72726,0.46472,0.94386,0.60394,0.02322,0.01038,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,3672.04,0.80507,0.56263,0.02318,0.03112,0.76279,0.62373,0.69974,0.45845,1.02616,0.61091,0.02586,0.01186,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,3726.04,0.78375,0.539,0.0213,0.02792,0.79321,0.6035,0.68838,0.44486,1.12273,0.70996,0.02468,0.01068,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,3780.07,0.80011,0.56456,0.02016,0.02866,0.8597,0.59754,0.68995,0.45566,1.00137,0.62932,0.02232,0.01192,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,3834.03,0.78664,0.55855,0.02035,0.02767,0.65171,0.597,0.60855,0.42608,0.96266,0.64153,0.02206,0.01063,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,3888.01,0.79167,0.56169,0.02057,0.02951,0.49467,0.4814,0.44739,0.28852,1.38491,1.14174,0.02541,0.01783,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,3942.03,0.77873,0.54912,0.01922,0.028,0.77386,0.62656,0.67662,0.47061,0.85481,0.62294,0.02368,0.0104,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,3995.5,0.78242,0.55268,0.02061,0.02832,0.79445,0.63724,0.71051,0.43794,1.05282,0.69172,0.02387,0.01242,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,4049.58,0.77722,0.54117,0.01983,0.02759,0.78399,0.64074,0.69726,0.44944,0.96196,0.64423,0.02323,0.01078,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,4103.38,0.77285,0.5391,0.01882,0.02689,0.70195,0.60285,0.65218,0.39917,1.17151,0.76404,0.02168,0.0134,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,4157.27,0.77584,0.54225,0.01908,0.0278,0.77472,0.64006,0.68688,0.42642,1.00943,0.64951,0.02241,0.01131,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,4211.16,0.77401,0.54045,0.01982,0.02749,0.71878,0.54045,0.601,0.36078,1.21802,0.91851,0.02487,0.01203,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,4265.31,0.77178,0.53288,0.01939,0.02683,0.71819,0.62893,0.66084,0.41111,1.10645,0.76638,0.02223,0.01308,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,4319.18,0.76482,0.54473,0.01751,0.02614,0.76638,0.65153,0.72593,0.49819,0.98438,0.65095,0.02091,0.00954,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,4373.49,0.76487,0.53758,0.01949,0.02583,0.78883,0.66734,0.72866,0.52695,0.95012,0.65653,0.02324,0.00994,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,4427.36,0.75301,0.52661,0.01896,0.02585,0.7738,0.57477,0.68594,0.45413,1.16439,0.81704,0.02268,0.01248,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,4481.31,0.75322,0.5201,0.01851,0.02646,0.7374,0.63747,0.7148,0.51465,0.86831,0.59471,0.0224,0.00881,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,4535,0.76136,0.52102,0.0197,0.02743,0.73056,0.65025,0.71124,0.48929,0.96552,0.62716,0.02437,0.00898,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,4588.9,0.75184,0.52987,0.01909,0.0265,0.80898,0.62554,0.72167,0.46942,0.96785,0.61537,0.02308,0.0095,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,4643.13,0.76129,0.5343,0.0189,0.02718,0.80821,0.67477,0.7312,0.46703,0.99981,0.62201,0.02106,0.01041,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,4696.96,0.75579,0.52665,0.02025,0.02602,0.7557,0.67616,0.74315,0.48885,0.90766,0.58031,0.02131,0.00857,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,4751.02,0.74478,0.51374,0.01992,0.02513,0.81521,0.65156,0.74029,0.46944,0.96279,0.62844,0.02228,0.00922,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,4805.1,0.74335,0.51403,0.02051,0.02477,0.82929,0.64716,0.73144,0.45251,1.04044,0.6699,0.02347,0.00939,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,4859.45,0.73084,0.49723,0.02035,0.02417,0.85308,0.66556,0.75515,0.4643,0.97765,0.62679,0.02368,0.0085,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,4913.79,0.73631,0.50868,0.02122,0.02437,0.85674,0.65108,0.74555,0.47589,0.94947,0.62182,0.02457,0.00917,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,4967.56,0.73554,0.50711,0.02129,0.02486,0.78036,0.60265,0.69237,0.42674,1.10789,0.76251,0.02568,0.01067,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,5021.88,0.7332,0.49442,0.02089,0.02476,0.88693,0.63408,0.74092,0.45833,1.01095,0.61111,0.02497,0.00952,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,5075,0.72412,0.49449,0.01966,0.02336,0.82046,0.61483,0.69591,0.40371,1.15529,0.79196,0.02416,0.01157,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,5129.08,0.72512,0.49625,0.01966,0.0238,0.8706,0.66965,0.75204,0.46011,1.02275,0.65468,0.02426,0.00938,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,5183.12,0.72297,0.49304,0.02091,0.02319,0.88037,0.66032,0.75825,0.49703,0.9172,0.59944,0.02481,0.0085,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,5237.25,0.72096,0.49028,0.0194,0.02354,0.8622,0.64895,0.73416,0.46578,1.0389,0.66908,0.0246,0.00934,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,5291.45,0.71932,0.49476,0.01916,0.02365,0.77057,0.63375,0.71082,0.48431,0.96621,0.62517,0.0237,0.00834,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,5345.38,0.72034,0.48649,0.02153,0.02434,0.76382,0.59438,0.67529,0.47412,1.00965,0.65719,0.02424,0.00891,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,5399.32,0.71159,0.4826,0.02107,0.02331,0.81795,0.59057,0.68603,0.45945,1.03905,0.66687,0.02437,0.00905,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,5453.34,0.70388,0.48414,0.02081,0.02273,0.87888,0.58732,0.69682,0.45368,1.07059,0.69899,0.02411,0.00945,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,5507.86,0.70957,0.48142,0.02109,0.0233,0.78878,0.59494,0.68638,0.43756,1.11404,0.73757,0.02479,0.00956,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,5561.68,0.71398,0.48964,0.02023,0.02322,0.83322,0.57889,0.67167,0.42567,1.16294,0.7644,0.02448,0.01025,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,5615.26,0.72261,0.49291,0.0215,0.02385,0.82932,0.59589,0.69793,0.46207,1.0424,0.66397,0.02465,0.00884,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,5669.21,0.70506,0.47027,0.02012,0.0213,0.81217,0.60997,0.71485,0.46395,1.04829,0.67253,0.02461,0.00917,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,5722.99,0.70021,0.48216,0.01936,0.02249,0.8153,0.62851,0.72121,0.4394,1.10914,0.73293,0.0245,0.00985,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,5777.07,0.69377,0.47481,0.01992,0.02165,0.83651,0.63514,0.72883,0.4624,1.02912,0.6389,0.02364,0.00887,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,5831.04,0.68901,0.46701,0.0201,0.02178,0.80894,0.63112,0.71998,0.45594,1.03164,0.65158,0.02319,0.00861,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,5885.03,0.69709,0.469,0.01979,0.02164,0.78938,0.61753,0.70923,0.45195,1.04079,0.66669,0.02229,0.00823,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,5939.21,0.69398,0.46779,0.0206,0.02191,0.78455,0.60997,0.71639,0.45566,1.01982,0.66069,0.02246,0.00823,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,5993.13,0.69457,0.46646,0.01977,0.02178,0.76521,0.6401,0.72809,0.45236,1.00643,0.65909,0.02233,0.00807,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,6047.09,0.69353,0.46899,0.02014,0.02134,0.83834,0.61614,0.73056,0.43321,1.0625,0.71135,0.02302,0.00871,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,6101.15,0.69626,0.47836,0.0208,0.02136,0.79812,0.60453,0.71606,0.4306,1.09098,0.75237,0.02414,0.00909,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,6154.49,0.68749,0.46412,0.02067,0.02094,0.80334,0.59884,0.7075,0.44543,1.06531,0.72916,0.02425,0.00894,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,6208.58,0.67866,0.45863,0.02034,0.0207,0.74095,0.60603,0.69498,0.44767,1.06062,0.73714,0.02404,0.00901,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,6262.28,0.67663,0.45726,0.02034,0.02078,0.72611,0.61994,0.68161,0.44679,1.06996,0.73903,0.02392,0.00866,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,6316.54,0.68236,0.46668,0.01995,0.02082,0.74289,0.61558,0.68503,0.44831,1.09442,0.75306,0.02368,0.0085,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,6370.7,0.66828,0.44075,0.01873,0.02017,0.76435,0.60422,0.68779,0.44989,1.08052,0.75806,0.0236,0.00857,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,6424.96,0.6646,0.45006,0.01815,0.02022,0.77845,0.59815,0.69338,0.45268,1.10569,0.76871,0.0229,0.00867,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,6479.07,0.66584,0.44833,0.01883,0.01959,0.76063,0.61591,0.70322,0.46199,1.07388,0.74976,0.02257,0.0085,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,6533.28,0.66749,0.44948,0.01903,0.0204,0.7139,0.62933,0.6855,0.44692,1.06588,0.74034,0.02256,0.00852,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,6587.8,0.66225,0.44597,0.01979,0.01983,0.72213,0.61802,0.68965,0.43657,1.0826,0.75737,0.02284,0.0089,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,6647.13,0.65655,0.43772,0.01974,0.01917,0.75862,0.6233,0.70484,0.44677,1.05825,0.73452,0.02293,0.00822,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,6707.01,0.66492,0.44601,0.02104,0.02066,0.76136,0.6248,0.69934,0.43517,1.10651,0.7628,0.02413,0.00876,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,6770.36,0.665,0.45594,0.02056,0.02009,0.75669,0.61005,0.69462,0.43584,1.10715,0.76635,0.02449,0.00861,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,6829.64,0.65782,0.44104,0.0212,0.01997,0.74934,0.61172,0.69691,0.44003,1.09993,0.7591,0.02478,0.00883,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,6896.87,0.65592,0.43573,0.02033,0.01911,0.80945,0.59702,0.7064,0.44049,1.10489,0.76224,0.02479,0.00894,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,6960.7,0.66262,0.44096,0.01979,0.01981,0.74058,0.6201,0.71008,0.45026,1.05223,0.7158,0.02457,0.00864,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,7024.93,0.65645,0.44467,0.02029,0.02083,0.72074,0.65565,0.7122,0.46134,1.01568,0.69555,0.02458,0.00837,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
