epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
22,1362.41,0.93808,0.85939,1.07864,0.07187,0.19685,0.21493,0.14973,0.09196,1.08741,1.19832,1.27463,0.06663,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
23,1413.2,0.93552,0.85116,1.08022,0.07183,0.20042,0.20351,0.14471,0.08455,1.17409,1.26829,1.38399,0.07527,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
24,1463.99,0.93249,0.85204,1.0747,0.07249,0.16286,0.1691,0.0939,0.05138,1.37772,1.59353,1.48312,0.07853,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
25,1514.47,0.92395,0.83459,1.07116,0.06926,0.17583,0.17226,0.1258,0.07115,1.31065,1.4375,1.4222,0.07342,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
26,1564.83,0.92002,0.8292,1.06725,0.06881,0.1551,0.17278,0.09303,0.05118,1.42826,1.50934,1.52436,0.07305,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
27,1615.36,0.91928,0.82683,1.07181,0.06961,0.10757,0.17251,0.10436,0.06063,1.37153,1.43709,1.46946,0.07541,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
28,1666.13,0.90964,0.81403,1.06282,0.06804,0.11287,0.17779,0.1045,0.06089,1.32301,1.42404,1.44869,0.07203,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
29,1716.75,0.90411,0.80769,1.05932,0.06652,0.16482,0.18683,0.10678,0.06147,1.37498,1.44935,1.47053,0.07319,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
30,1767.59,0.90963,0.81366,1.06204,0.06935,0.17617,0.18352,0.12382,0.06927,1.32193,1.32167,1.45699,0.07026,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
31,4380.16,0.9011,0.80496,1.05923,0.06751,0.22233,0.16856,0.11748,0.06863,1.28849,1.41746,1.4188,0.0713,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
32,4429.61,0.89938,0.79735,1.05947,0.06746,0.13626,0.15939,0.12219,0.07115,1.23381,1.32097,1.39428,0.0699,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
33,4478.35,0.89099,0.7868,1.05628,0.0656,0.15806,0.19809,0.15525,0.09983,1.0643,1.16832,1.26544,0.06332,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
34,4527.55,0.88612,0.78364,1.05175,0.06461,0.17462,0.17258,0.12788,0.07574,1.2948,1.30602,1.44616,0.06832,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
35,4577.13,0.88778,0.78067,1.05316,0.06637,0.13195,0.18368,0.13709,0.08303,1.22149,1.26317,1.40157,0.0663,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
36,4626.47,0.88217,0.78108,1.05247,0.06531,0.16987,0.15416,0.11188,0.06533,1.34839,1.41467,1.46071,0.06847,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
37,4675.71,0.88664,0.77838,1.05232,0.06557,0.2227,0.2016,0.16331,0.10387,1.03394,1.12785,1.25495,0.06099,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
38,4725.41,0.87813,0.77468,1.04912,0.0651,0.14456,0.20428,0.15381,0.09516,1.14389,1.22245,1.33967,0.06345,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
39,4775.02,0.87299,0.76014,1.04579,0.06373,0.13577,0.16597,0.12362,0.07193,1.2629,1.3447,1.41318,0.06577,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
40,4824.48,0.86885,0.7605,1.04607,0.06384,0.14002,0.1848,0.13698,0.08093,1.23858,1.30407,1.39723,0.06237,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
41,4873.72,0.8737,0.76002,1.04892,0.06351,0.14144,0.17833,0.13798,0.08061,1.23838,1.27761,1.40086,0.06325,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
42,4922.84,0.86761,0.7535,1.04452,0.06349,0.14711,0.19842,0.14275,0.08121,1.29606,1.29949,1.45076,0.06381,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
43,4971.87,0.86838,0.75151,1.04513,0.06318,0.13551,0.17976,0.13835,0.08164,1.26017,1.25184,1.42512,0.06401,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
44,5020.88,0.85843,0.74086,1.04275,0.06212,0.14407,0.19662,0.15723,0.09103,1.16939,1.21363,1.38868,0.06248,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,5070.22,0.85745,0.73611,1.04216,0.06127,0.17191,0.17142,0.12103,0.07071,1.3327,1.34254,1.48577,0.0663,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
46,5119.32,0.85831,0.73749,1.03885,0.06232,0.11256,0.15069,0.09082,0.05161,1.46337,1.536,1.58324,0.07308,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,5168.5,0.85772,0.74086,1.038,0.06148,0.11588,0.19471,0.11371,0.06832,1.29744,1.32316,1.46618,0.0665,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,5217.75,0.85214,0.73154,1.0368,0.06105,0.14861,0.17643,0.1462,0.0845,1.22246,1.24493,1.39366,0.06257,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,5266.93,0.84931,0.72954,1.03705,0.05984,0.14011,0.18871,0.14229,0.08632,1.14818,1.20204,1.33953,0.06032,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,5316.04,0.84515,0.72251,1.03402,0.05978,0.14072,0.17849,0.14114,0.07829,1.32502,1.32213,1.49498,0.06477,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,5365.04,0.84715,0.72945,1.03489,0.06139,0.13361,0.17447,0.13407,0.07755,1.24523,1.28397,1.43193,0.0633,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,5414.35,0.84185,0.7182,1.03253,0.05937,0.14316,0.174,0.13925,0.08397,1.22304,1.25655,1.3994,0.06123,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,5463.67,0.83856,0.71851,1.02858,0.05955,0.1438,0.17898,0.14563,0.08569,1.22498,1.24749,1.41065,0.06107,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,5512.95,0.83166,0.71074,1.02821,0.05841,0.15206,0.18304,0.13671,0.08116,1.26165,1.25917,1.44019,0.06072,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,5562.21,0.83661,0.71151,1.03052,0.05916,0.13031,0.1753,0.13028,0.07606,1.28121,1.30946,1.44672,0.06316,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,5611.48,0.83209,0.70895,1.02673,0.05927,0.13953,0.19451,0.14017,0.08299,1.25635,1.29047,1.43056,0.05997,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,5660.75,0.82972,0.70497,1.02659,0.0592,0.1204,0.1779,0.12404,0.06847,1.37234,1.39539,1.52793,0.06757,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
